SID,Age,Sex,Primary Language,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response_final,Correct,Notes,Exclude_trial,Exclude_trial_reason
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,WCN,Excluded from analysis,WCN,3,30,26,26,26,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,WCN,Excluded from analysis,WCN,4,62,20,20,20,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,WCN,Excluded from analysis,WCN,5,83,27,27,27,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,WCN,Excluded from analysis,WCN,6,95,24,24,24,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,WCN,Excluded from analysis,WCN,7,71,21,21,21,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,WCN,Excluded from analysis,WCN,8,24,28,28,28,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,WCN,Excluded from analysis,MF,Training,1,11,11,11,0,"gave 28, then 21, and then 11 on 3rd try",0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,WCN,Excluded from analysis,MF,1,5,28,28,28,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,WCN,Excluded from analysis,MF,2,21,24,24,24,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,WCN,Excluded from analysis,MF,3,64,26,26,26,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,,Excluded from analysis,MF,4,57,21,21,21,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,,Excluded from analysis,MF,5,86,34,34,34,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,,Excluded from analysis,MF,6,32,27,27,27,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,,Excluded from analysis,MF,7,93,26,26,26,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,,Excluded from analysis,MF,8,20,27,27,27,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,,Excluded from analysis,Indefinite,1,1057,28,28,28,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,,Excluded from analysis,Indefinite,2,1006,27,27,27,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,,Excluded from analysis,Indefinite,3,Zillion 41,28,28,28,0,,0,
sf-math-213,4.177960301,M,English,1,DID NOT UNDERSTAND SF,1,,Excluded from analysis,Indefinite,4,Zillion 73,24,24,24,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,GiveN,1,6,6,6,6,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,GiveN,2,9,9,9,9,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,GiveN,3,7,7,7,7,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,GiveN,4,5,5,5,5,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,Training,1,2,2,2,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,Training,3,4,4,4,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,1,6,7,7,7,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,2,51,52,52,52,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,3,84,85,85,85,1,"did not remember, gave number",0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,4,62,63,63,63,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,5,57,59,59,59,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,6,20,21,21,21,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,7,32,34,34,34,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,8,93,93,93,93,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,9,60,61,61,61,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,10,46,47,47,47,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,11,81,82,82,82,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,12,15,16,16,16,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,13,73,75,75,75,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,14,34,6,36,36,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,15,95,97,97,97,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,SF,16,7,8,8,8,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,WCN,Training,1,2,2,2,1,said 10 at first,0,
sf-math-214,4.098562628,F,English,0,,0,,,WCN,1,7,NA,NA,NA,NA,,1,
sf-math-214,4.098562628,F,English,0,,0,,,WCN,2,26,7,7,7,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,WCN,3,30,27,27,27,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,WCN,4,62,NA,NA,NA,NA,,1,
sf-math-214,4.098562628,F,English,0,,0,,,WCN,5,83,18,18,18,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,WCN,6,95,90,90,90,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,WCN,7,71,72,72,72,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,WCN,8,24,25,25,25,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,MF,Training,1,2,2,2,1,,0,
sf-math-214,4.098562628,F,English,0,,0,,,MF,1,5,5,5,5,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,MF,2,21,21,21,21,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,MF,3,64,54,54,54,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,MF,4,57,57,57,57,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,MF,5,86,86,86,86,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,MF,6,32,1,1,1,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,MF,7,93,93,93,93,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,MF,8,20,20,20,20,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,Indefinite,1,1057,7,7,7,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,Indefinite,2,1006,1000,1000,1000,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,Indefinite,3,Zillion 41,1,1,1,0,,0,
sf-math-214,4.098562628,F,English,0,,0,,,Indefinite,4,Zillion 73,3,3,3,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,GiveN,1,6,6,6,6,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,GiveN,2,9,9,9,9,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,GiveN,3,7,7,7,7,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,GiveN,4,5,5,5,5,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,Training,1,2,2,2,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,Training,3,4,4,4,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,1,6,7,7,7,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,2,51,53,53,53,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,3,84,86,86,86,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,4,62,64,64,64,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,5,57,58,58,58,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,6,20,21,21,21,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,7,32,33,33,33,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,8,93,95,95,95,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,9,60,61,61,61,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,10,46,47,47,47,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,11,81,83,83,83,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,12,15,17,17,17,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,13,73,74,74,74,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,14,34,35,35,35,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,15,95,97,97,97,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,SF,16,7,8,8,8,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,WCN,Training,1,2,2,2,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,WCN,1,7,8,8,8,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,WCN,2,26,27,27,27,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,WCN,3,30,35,35,35,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,WCN,4,62,33,33,33,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,WCN,5,83,84,84,84,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,WCN,6,95,96,96,96,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,WCN,7,71,81,81,81,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,WCN,8,24,25,25,25,1,,0,
sf-math-215,4.616016427,M,English,0,,0,,,MF,Training,1,2,2,2,1,did not get,0,
sf-math-215,4.616016427,M,English,0,,0,,,MF,1,5,35,35,35,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,MF,2,21,100,100,100,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,MF,3,64,600,600,600,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,MF,4,57,400,400,400,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,MF,5,86,600,600,600,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,MF,6,32,32,32,32,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,MF,7,93,900,900,900,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,MF,8,20,20-100,20-100,20-100,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,Indefinite,1,1057,37,31,31,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,Indefinite,2,1006,66,66,66,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,Indefinite,3,Zillion 41,1200,1200,1200,0,,0,
sf-math-215,4.616016427,M,English,0,,0,,,Indefinite,4,Zillion 73,1000,100,1000,0,,0,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,1,6,,,,0,got wrong,0,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,2,9,,,,0,got wrong,0,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,3,7,,,,0,got wrong,0,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,4,5,,,,0,got wrong,0,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,1,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,3,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,1,6,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,2,51,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,3,84,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,4,62,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,5,57,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,6,20,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,7,32,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,8,93,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,9,60,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,10,46,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,11,81,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,12,15,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,13,73,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,14,34,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,15,95,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,16,7,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,Training,1,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,1,7,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,2,26,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,3,30,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,4,62,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,5,83,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,6,95,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,7,71,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,8,24,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,Training,1,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,1,5,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,2,21,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,3,64,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,4,57,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,5,86,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,6,32,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,7,93,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,8,20,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,Indefinite,1,1057,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,Indefinite,2,1006,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,Indefinite,3,Zillion 41,NA,NA,NA,NA,,1,
sf-math-216,4.005475702,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,Indefinite,4,Zillion 73,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,1,6,,,,0,got wrong,0,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,2,9,,,,0,got wrong,0,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,3,7,,NA,NA,NA,got wrong,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,4,5,,NA,NA,NA,got wrong,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,1,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,3,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,1,6,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,2,51,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,3,84,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,4,62,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,5,57,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,6,20,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,7,32,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,8,93,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,9,60,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,10,46,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,11,81,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,12,15,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,13,73,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,14,34,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,15,95,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,16,7,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,Training,1,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,1,7,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,2,26,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,3,30,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,4,62,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,5,83,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,6,95,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,7,71,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,8,24,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,Training,1,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,1,5,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,2,21,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,3,64,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,4,57,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,5,86,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,6,32,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,7,93,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,8,20,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,,Excluded from analysis,Indefinite,1,1057,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,,Excluded from analysis,Indefinite,2,1006,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,,Excluded from analysis,Indefinite,3,Zillion 41,NA,NA,NA,NA,,1,
sf-math-217,4.906228611,F,English,1,NOT CP KNOWER,1,,Excluded from analysis,Indefinite,4,Zillion 73,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,1,6,,,,0,got wrong,0,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,2,9,,,,0,got wrong,0,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,3,7,,,,0,got wrong,0,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,4,5,,,,0,got wrong,0,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,1,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,3,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,1,6,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,2,51,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,3,84,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,4,62,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,5,57,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,6,20,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,7,32,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,8,93,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,9,60,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,10,46,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,11,81,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,12,15,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,13,73,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,14,34,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,15,95,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,16,7,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,Training,1,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,1,7,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,2,26,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,3,30,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,4,62,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,5,83,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,6,95,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,7,71,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,8,24,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,Training,1,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,1,5,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,2,21,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,3,64,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,4,57,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,5,86,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,6,32,NA,NA,NA,NA,,1,
sf-math-218,4.722792608,M,English,1,NOT CP KNOWER,1,,Excluded from analysis,MF,7,93,NA,NA,NA,NA,,1,
