SID,Age,Sex,Primary Language,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response_final,Correct,Notes,Exclude_trial,Exclude_trial_reason
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,16,7,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,Training,1,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,1,7,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,2,26,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,3,30,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,4,62,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,5,83,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,6,95,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,7,71,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,8,24,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,MF,Training,1,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,MF,1,5,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,MF,2,21,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,MF,3,64,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,MF,Excluded from analysis,MF,4,57,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,MF,Excluded from analysis,MF,5,86,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,MF,Excluded from analysis,MF,6,32,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,MF,Excluded from analysis,MF,7,93,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,MF,Excluded from analysis,MF,8,20,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,Indefinite,Excluded from analysis,Indefinite,1,1057,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,Indefinite,Excluded from analysis,Indefinite,2,1006,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,Indefinite,Excluded from analysis,Indefinite,3,Zillion 41,NA,NA,NA,NA,,1,no data
sf-math-20,3.082819986,M,English,1,OUT OF AGE RANGE,1,Indefinite,Excluded from analysis,Indefinite,4,Zillion 73,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,1,6,NA,NA,NA,NA,,1,
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,2,9,NA,NA,NA,NA,,1,
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,3,7,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,4,5,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,1,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,3,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,1,6,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,2,51,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,3,84,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,4,62,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,5,57,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,6,20,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,7,32,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,8,93,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,9,60,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,10,46,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,11,81,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,12,15,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,13,73,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,14,34,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,15,95,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,16,7,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,Training,1,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,1,7,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,2,26,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,3,30,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,4,62,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,5,83,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,6,95,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,7,71,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,8,24,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,Training,1,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,1,5,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,2,21,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,3,64,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,4,57,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,5,86,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,6,32,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,7,93,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,8,20,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,Indefinite,Excluded from analysis,Indefinite,1,1057,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,Indefinite,Excluded from analysis,Indefinite,2,1006,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,Indefinite,Excluded from analysis,Indefinite,3,Zillion 41,NA,NA,NA,NA,,1,no data
sf-math-21,3.822039699,M,English,1,NOT CP KNOWER,1,Indefinite,Excluded from analysis,Indefinite,4,Zillion 73,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,1,6,NA,NA,NA,NA,,1,
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,2,9,NA,NA,NA,NA,,1,
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,3,7,NA,NA,NA,NA,,1,
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,4,5,NA,NA,NA,NA,,1,
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,1,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,3,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,1,6,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,2,51,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,3,84,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,4,62,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,5,57,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,6,20,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,7,32,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,8,93,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,9,60,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,10,46,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,11,81,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,12,15,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,13,73,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,14,34,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,15,95,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,16,7,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,Training,1,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,1,7,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,2,26,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,3,30,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,4,62,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,5,83,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,6,95,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,7,71,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,8,24,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,Training,1,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,1,5,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,2,21,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,3,64,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,4,57,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,5,86,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,6,32,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,7,93,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,8,20,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,Indefinite,Excluded from analysis,Indefinite,1,1057,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,Indefinite,Excluded from analysis,Indefinite,2,1006,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,Indefinite,Excluded from analysis,Indefinite,3,Zillion 41,NA,NA,NA,NA,,1,no data
sf-math-22,4.336755647,F,English,1,NOT CP KNOWER,1,Indefinite,Excluded from analysis,Indefinite,4,Zillion 73,NA,NA,NA,NA,,1,no data
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,GiveN,Excluded from analysis,GiveN,1,6,6,6,6,1,No video,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,GiveN,Excluded from analysis,GiveN,2,9,9,9,9,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,GiveN,Excluded from analysis,GiveN,3,7,7,7,7,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,GiveN,Excluded from analysis,GiveN,4,5,5,5,5,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,Training,1,2,2,2,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,Training,3,5,5,5,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,1,6,8,8,8,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,2,51,53,53,53,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,3,84,86,86,86,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,4,62,63,63,63,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,5,57,59,59,59,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,6,20,21,21,21,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,7,32,33,33,33,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,8,93,94,94,94,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,9,60,61,61,61,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,10,46,47,47,47,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,11,81,83,83,83,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,12,15,16,16,16,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,13,73,75,75,75,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,14,34,36,36,36,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,15,95,96,96,96,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,SF,Excluded from analysis,SF,16,7,9,9,9,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,Training,1,2,2,2,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,1,7,3,3,3,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,2,26,20,20,20,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,3,30,21,21,21,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,4,62,20 none,20 none,20 none,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,5,83,84,84,84,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,6,95,86,86,86,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,7,71,37,37,37,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,WCN,8,24,21,21,21,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,MF,Training,1,2,2,2,1,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,MF,1,5,"1,2","1, 2","1,2",0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,MF,2,21,1,1,1,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,WCN,Excluded from analysis,MF,3,64,1,1,1,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,MF,Excluded from analysis,MF,4,57,1,1,1,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,MF,Excluded from analysis,MF,5,86,1,1,1,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,MF,Excluded from analysis,MF,6,32,1,1,1,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,MF,Excluded from analysis,MF,7,93,1,1,1,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,MF,Excluded from analysis,MF,8,20,1,1,1,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,Indefinite,Excluded from analysis,Indefinite,1,1057,50,50,50,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,Indefinite,Excluded from analysis,Indefinite,2,1006,6,6,6,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,Indefinite,Excluded from analysis,Indefinite,3,Zillion 41,1,1,1,0,,1,Too young
sf-math-23,3.416837782,F,English,1,OUT OF AGE RANGE,1,Indefinite,Excluded from analysis,Indefinite,4,Zillion 73,3,3,3,0,,1,Too young
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,1,6,6,6,6,1,,0,
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,2,9,NA,NA,NA,NA,,1,
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,3,7,NA,NA,NA,NA,,1,
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,GiveN,Excluded from analysis,GiveN,4,5,5,5,5,1,,0,
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,1,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,Training,3,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,1,6,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,2,51,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,3,84,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,4,62,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,5,57,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,6,20,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,7,32,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,8,93,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,9,60,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,10,46,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,11,81,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,12,15,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,13,73,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,14,34,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,15,95,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,SF,Excluded from analysis,SF,16,7,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,Training,1,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,1,7,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,2,26,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,3,30,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,4,62,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,5,83,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,6,95,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,7,71,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,WCN,8,24,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,Training,1,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,1,5,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,2,21,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,WCN,Excluded from analysis,MF,3,64,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,4,57,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,5,86,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,6,32,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,7,93,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,MF,Excluded from analysis,MF,8,20,NA,NA,NA,NA,,1,no data
sf-math-24,3.876796715,M,English,1,NOT CP KNOWER,1,Indefinite,Excluded from analysis,Indefinite,1,1057,NA,NA,NA,NA,,1,no data
