SID,age,sex,experimenter,location,language,exclude,exclude_reason,trial,num_queried,num_answer,correct,notes,exclude_trial,exclude_trial_reason,double_coded
032218-LM,5.17522245,F,RMS,Northminster,English,0,,7,95,96,1,,,,KG
032218-LM,5.17522245,F,RMS,Northminster,English,0,,8,71,72,1,,,,KG
032218-LM,5.17522245,F,RMS,Northminster,English,0,,9,24,25,1,,,,KG
032218-AM,4.92539357,F,RMS,Northminster,English,0,,1,1,2,1,,,,KG
032218-AM,4.92539357,F,RMS,Northminster,English,0,,2,7,8,1,,,,KG
032218-AM,4.92539357,F,RMS,Northminster,English,0,,3,26,27,1,,,,KG
032218-AM,4.92539357,F,RMS,Northminster,English,0,,4,30,31,1,,,,KG
032218-AM,4.92539357,F,RMS,Northminster,English,0,,5,62,63,1,,,,KG
032218-AM,4.92539357,F,RMS,Northminster,English,0,,6,83,84,1,,,,KG
032218-AM,4.92539357,F,RMS,Northminster,English,0,,7,95,96,1,,,,KG
032218-AM,4.92539357,F,RMS,Northminster,English,0,,8,71,72,1,,,,KG
032218-AM,4.92539357,F,RMS,Northminster,English,0,,9,24,25,1,,,,KG
041118-ZJ,4.793976728,M,RMS,Little Lamb,English,0,,1,1,2,1,,,,KG
041118-ZJ,4.793976728,M,RMS,Little Lamb,English,0,,2,7,8,1,,,,KG
041118-ZJ,4.793976728,M,RMS,Little Lamb,English,0,,3,26,27,1,,,,KG
041118-ZJ,4.793976728,M,RMS,Little Lamb,English,0,,4,30,31,1,,,,KG
041118-ZJ,4.793976728,M,RMS,Little Lamb,English,0,,5,62,63,1,,,,KG
041118-ZJ,4.793976728,M,RMS,Little Lamb,English,0,,6,83,84,1,,,,KG
041118-ZJ,4.793976728,M,RMS,Little Lamb,English,0,,7,95,98,0,,,,KG
041118-ZJ,4.793976728,M,RMS,Little Lamb,English,0,,8,71,72,1,,,,KG
041118-ZJ,4.793976728,M,RMS,Little Lamb,English,0,,9,24,25,1,,,,KG
041118-IH,5.229295003,M,SL,Little Lamb,English,0,,1,1,2,1,,,,KG
041118-IH,5.229295003,M,SL,Little Lamb,English,0,,2,7,3,0,,,,KG
041118-IH,5.229295003,M,SL,Little Lamb,English,0,,3,26,5,0,,,,KG
041118-IH,5.229295003,M,SL,Little Lamb,English,0,,4,30,6,0,,,,KG
041118-IH,5.229295003,M,SL,Little Lamb,English,0,,5,62,3,0,,,,KG
041118-IH,5.229295003,M,SL,Little Lamb,English,0,,6,83,4,0,,,,KG
041118-IH,5.229295003,M,SL,Little Lamb,English,0,,7,95,6,0,,,,KG
041118-IH,5.229295003,M,SL,Little Lamb,English,0,,8,71,70,0,,,,KG
041118-IH,5.229295003,M,SL,Little Lamb,English,0,,9,24,90,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,1,1,2,1,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,2,7,8,1,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,3,26,24,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,4,30,31,1,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,5,62,33,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,6,83,36,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,7,95,95,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,8,71,97,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,9,24,78,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,1,1,2,1,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,2,7,8,1,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,3,26,18,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,4,30,34,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,5,62,62,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,6,83,83,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,7,95,35,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,8,71,2,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,9,24,24,0,,,,KG
